ID,Htno,Subcode,Subname,Grade,Credits,
375,18BQ1A0157,R1642016,PROJECT,O,10,
376,18BQ1A0157,R164201C,SOLID AND HAZARDOUS WASTE MANAGEMENT,S,3,
377,18BQ1A0158,R1642011,ESTIMATION SPECIFICATION AND CONTRACTS,B,3,
378,18BQ1A0158,R1642012,CONSTRUCTION TECHNOLOGY AND MANAGEMENT,S,3,
379,18BQ1A0158,R1642013,PRESTRESSED CONCRETE,S,3,
380,18BQ1A0158,R1642015,SEMINAR ON INTERNSHIP PROJECT,O,2,
381,18BQ1A0158,R1642016,PROJECT,O,10,
382,18BQ1A0158,R164201C,SOLID AND HAZARDOUS WASTE MANAGEMENT,A,3,
383,18BQ1A0159,R1642011,ESTIMATION SPECIFICATION AND CONTRACTS,C,3,
384,18BQ1A0159,R1642012,CONSTRUCTION TECHNOLOGY AND MANAGEMENT,A,3,
385,18BQ1A0159,R1642013,PRESTRESSED CONCRETE,C,3,
386,18BQ1A0159,R1642015,SEMINAR ON INTERNSHIP PROJECT,O,2,
387,18BQ1A0159,R1642016,PROJECT,O,10,
388,18BQ1A0159,R164201C,SOLID AND HAZARDOUS WASTE MANAGEMENT,B,3,
389,18BQ1A0160,R1642011,ESTIMATION SPECIFICATION AND CONTRACTS,C,3,
390,18BQ1A0160,R1642012,CONSTRUCTION TECHNOLOGY AND MANAGEMENT,C,3,
391,18BQ1A0160,R1642013,PRESTRESSED CONCRETE,A,3,
392,18BQ1A0160,R1642015,SEMINAR ON INTERNSHIP PROJECT,S,2,
393,18BQ1A0160,R1642016,PROJECT,O,10,
394,18BQ1A0160,R164201C,SOLID AND HAZARDOUS WASTE MANAGEMENT,B,3,
395,18BQ1A0162,R1642011,ESTIMATION SPECIFICATION AND CONTRACTS,A,3,
396,18BQ1A0162,R1642012,CONSTRUCTION TECHNOLOGY AND MANAGEMENT,A,3,
397,18BQ1A0162,R1642013,PRESTRESSED CONCRETE,B,3,
398,18BQ1A0162,R1642015,SEMINAR ON INTERNSHIP PROJECT,O,2,
399,18BQ1A0162,R1642016,PROJECT,O,10,
400,18BQ1A0162,R164201C,SOLID AND HAZARDOUS WASTE MANAGEMENT,S,3,
401,18BQ1A0164,R1642011,ESTIMATION SPECIFICATION AND CONTRACTS,C,3,
402,18BQ1A0164,R1642012,CONSTRUCTION TECHNOLOGY AND MANAGEMENT,A,3,
403,18BQ1A0164,R1642013,PRESTRESSED CONCRETE,A,3,
404,18BQ1A0164,R1642015,SEMINAR ON INTERNSHIP PROJECT,S,2,
405,18BQ1A0164,R1642016,PROJECT,S,10,
406,18BQ1A0164,R164201C,SOLID AND HAZARDOUS WASTE MANAGEMENT,B,3,
407,18BQ1A0165,R1642011,ESTIMATION SPECIFICATION AND CONTRACTS,B,3,
408,18BQ1A0165,R1642012,CONSTRUCTION TECHNOLOGY AND MANAGEMENT,C,3,
409,18BQ1A0165,R1642013,PRESTRESSED CONCRETE,C,3,
410,18BQ1A0165,R1642015,SEMINAR ON INTERNSHIP PROJECT,O,2,
411,18BQ1A0165,R1642016,PROJECT,S,10,
412,18BQ1A0165,R164201C,SOLID AND HAZARDOUS WASTE MANAGEMENT,B,3,
413,18BQ1A0166,R1642011,ESTIMATION SPECIFICATION AND CONTRACTS,C,3,
414,18BQ1A0166,R1642012,CONSTRUCTION TECHNOLOGY AND MANAGEMENT,C,3,
415,18BQ1A0166,R1642013,PRESTRESSED CONCRETE,S,3,
416,18BQ1A0166,R1642015,SEMINAR ON INTERNSHIP PROJECT,S,2,
417,18BQ1A0166,R1642016,PROJECT,A,10,
418,18BQ1A0166,R164201C,SOLID AND HAZARDOUS WASTE MANAGEMENT,C,3,
419,18BQ1A0167,R1642011,ESTIMATION SPECIFICATION AND CONTRACTS,A,3,
420,18BQ1A0167,R1642012,CONSTRUCTION TECHNOLOGY AND MANAGEMENT,A,3,
421,18BQ1A0167,R1642013,PRESTRESSED CONCRETE,B,3,
422,18BQ1A0167,R1642015,SEMINAR ON INTERNSHIP PROJECT,O,2,
423,18BQ1A0167,R1642016,PROJECT,O,10,
424,18BQ1A0167,R164201C,SOLID AND HAZARDOUS WASTE MANAGEMENT,B,3,
425,18BQ1A0168,R1642011,ESTIMATION SPECIFICATION AND CONTRACTS,D,3,
426,18BQ1A0168,R1642012,CONSTRUCTION TECHNOLOGY AND MANAGEMENT,A,3,
427,18BQ1A0168,R1642013,PRESTRESSED CONCRETE,B,3,
428,18BQ1A0168,R1642015,SEMINAR ON INTERNSHIP PROJECT,A,2,
429,18BQ1A0168,R1642016,PROJECT,A,10,
430,18BQ1A0168,R164201C,SOLID AND HAZARDOUS WASTE MANAGEMENT,F,0,
431,18BQ1A0169,R1642011,ESTIMATION SPECIFICATION AND CONTRACTS,C,3,
432,18BQ1A0169,R1642012,CONSTRUCTION TECHNOLOGY AND MANAGEMENT,C,3,
433,18BQ1A0169,R1642013,PRESTRESSED CONCRETE,D,3,
434,18BQ1A0169,R1642015,SEMINAR ON INTERNSHIP PROJECT,S,2,
435,18BQ1A0169,R1642016,PROJECT,S,10,
436,18BQ1A0169,R164201C,SOLID AND HAZARDOUS WASTE MANAGEMENT,D,3,
437,18BQ1A0171,R1642011,ESTIMATION SPECIFICATION AND CONTRACTS,D,3,
438,18BQ1A0171,R1642012,CONSTRUCTION TECHNOLOGY AND MANAGEMENT,C,3,
439,18BQ1A0171,R1642013,PRESTRESSED CONCRETE,C,3,
440,18BQ1A0171,R1642015,SEMINAR ON INTERNSHIP PROJECT,A,2,
441,18BQ1A0171,R1642016,PROJECT,S,10,
442,18BQ1A0171,R164201C,SOLID AND HAZARDOUS WASTE MANAGEMENT,D,3,
443,18BQ1A0172,R1642011,ESTIMATION SPECIFICATION AND CONTRACTS,C,3,
444,18BQ1A0172,R1642012,CONSTRUCTION TECHNOLOGY AND MANAGEMENT,A,3,
445,18BQ1A0172,R1642013,PRESTRESSED CONCRETE,A,3,
446,18BQ1A0172,R1642015,SEMINAR ON INTERNSHIP PROJECT,O,2,
447,18BQ1A0172,R1642016,PROJECT,O,10,
448,18BQ1A0172,R164201C,SOLID AND HAZARDOUS WASTE MANAGEMENT,S,3,
449,18BQ1A0173,R1642011,ESTIMATION SPECIFICATION AND CONTRACTS,F,0,
450,18BQ1A0173,R1642012,CONSTRUCTION TECHNOLOGY AND MANAGEMENT,B,3,
451,18BQ1A0173,R1642013,PRESTRESSED CONCRETE,F,0,
452,18BQ1A0173,R1642015,SEMINAR ON INTERNSHIP PROJECT,A,2,
453,18BQ1A0173,R1642016,PROJECT,A,10,
454,18BQ1A0173,R164201C,SOLID AND HAZARDOUS WASTE MANAGEMENT,D,3,
455,18BQ1A0174,R1642011,ESTIMATION SPECIFICATION AND CONTRACTS,A,3,
456,18BQ1A0174,R1642012,CONSTRUCTION TECHNOLOGY AND MANAGEMENT,S,3,
457,18BQ1A0174,R1642013,PRESTRESSED CONCRETE,A,3,
458,18BQ1A0174,R1642015,SEMINAR ON INTERNSHIP PROJECT,O,2,
459,18BQ1A0174,R1642016,PROJECT,O,10,
460,18BQ1A0174,R164201C,SOLID AND HAZARDOUS WASTE MANAGEMENT,A,3,
461,18BQ1A0175,R1642011,ESTIMATION SPECIFICATION AND CONTRACTS,C,3,
462,18BQ1A0175,R1642012,CONSTRUCTION TECHNOLOGY AND MANAGEMENT,B,3,
463,18BQ1A0175,R1642013,PRESTRESSED CONCRETE,A,3,
464,18BQ1A0175,R1642015,SEMINAR ON INTERNSHIP PROJECT,O,2,
465,18BQ1A0175,R1642016,PROJECT,O,10,
466,18BQ1A0175,R164201C,SOLID AND HAZARDOUS WASTE MANAGEMENT,B,3,
467,18BQ1A0176,R1642011,ESTIMATION SPECIFICATION AND CONTRACTS,D,3,
468,18BQ1A0176,R1642012,CONSTRUCTION TECHNOLOGY AND MANAGEMENT,D,3,
469,18BQ1A0176,R1642013,PRESTRESSED CONCRETE,D,3,
470,18BQ1A0176,R1642015,SEMINAR ON INTERNSHIP PROJECT,D,2,
471,18BQ1A0176,R1642016,PROJECT,A,10,
472,18BQ1A0176,R164201C,SOLID AND HAZARDOUS WASTE MANAGEMENT,C,3,
473,18BQ1A0177,R1642011,ESTIMATION SPECIFICATION AND CONTRACTS,B,3,
474,18BQ1A0177,R1642012,CONSTRUCTION TECHNOLOGY AND MANAGEMENT,S,3,
475,18BQ1A0177,R1642013,PRESTRESSED CONCRETE,S,3,
476,18BQ1A0177,R1642015,SEMINAR ON INTERNSHIP PROJECT,S,2,
477,18BQ1A0177,R1642016,PROJECT,S,10,
478,18BQ1A0177,R164201C,SOLID AND HAZARDOUS WASTE MANAGEMENT,B,3,
479,18BQ1A0178,R1642011,ESTIMATION SPECIFICATION AND CONTRACTS,B,3,
480,18BQ1A0178,R1642012,CONSTRUCTION TECHNOLOGY AND MANAGEMENT,A,3,
481,18BQ1A0178,R1642013,PRESTRESSED CONCRETE,S,3,
482,18BQ1A0178,R1642015,SEMINAR ON INTERNSHIP PROJECT,O,2,
483,18BQ1A0178,R1642016,PROJECT,O,10,
484,18BQ1A0178,R164201C,SOLID AND HAZARDOUS WASTE MANAGEMENT,B,3,
485,18BQ1A0179,R1642011,ESTIMATION SPECIFICATION AND CONTRACTS,D,3,
486,18BQ1A0179,R1642012,CONSTRUCTION TECHNOLOGY AND MANAGEMENT,C,3,
487,18BQ1A0179,R1642013,PRESTRESSED CONCRETE,A,3,
488,18BQ1A0179,R1642015,SEMINAR ON INTERNSHIP PROJECT,S,2,
489,18BQ1A0179,R1642016,PROJECT,S,10,
490,18BQ1A0179,R164201C,SOLID AND HAZARDOUS WASTE MANAGEMENT,C,3,
491,18BQ1A0180,R1642011,ESTIMATION SPECIFICATION AND CONTRACTS,B,3,
492,18BQ1A0180,R1642012,CONSTRUCTION TECHNOLOGY AND MANAGEMENT,B,3,
493,18BQ1A0180,R1642013,PRESTRESSED CONCRETE,A,3,
494,18BQ1A0180,R1642015,SEMINAR ON INTERNSHIP PROJECT,O,2,
495,18BQ1A0180,R1642016,PROJECT,S,10,
496,18BQ1A0180,R164201C,SOLID AND HAZARDOUS WASTE MANAGEMENT,S,3,
497,18BQ1A0182,R1642011,ESTIMATION SPECIFICATION AND CONTRACTS,C,3,
498,18BQ1A0182,R1642012,CONSTRUCTION TECHNOLOGY AND MANAGEMENT,B,3,
499,18BQ1A0182,R1642013,PRESTRESSED CONCRETE,B,3,
500,18BQ1A0182,R1642015,SEMINAR ON INTERNSHIP PROJECT,S,2,
501,18BQ1A0182,R1642016,PROJECT,S,10,
502,18BQ1A0182,R164201C,SOLID AND HAZARDOUS WASTE MANAGEMENT,B,3,
503,18BQ1A0183,R1642011,ESTIMATION SPECIFICATION AND CONTRACTS,B,3,
504,18BQ1A0183,R1642012,CONSTRUCTION TECHNOLOGY AND MANAGEMENT,B,3,
505,18BQ1A0183,R1642013,PRESTRESSED CONCRETE,D,3,
506,18BQ1A0183,R1642015,SEMINAR ON INTERNSHIP PROJECT,S,2,
507,18BQ1A0183,R1642016,PROJECT,A,10,
508,18BQ1A0183,R164201C,SOLID AND HAZARDOUS WASTE MANAGEMENT,D,3,
509,18BQ1A0184,R1642011,ESTIMATION SPECIFICATION AND CONTRACTS,C,3,
510,18BQ1A0184,R1642012,CONSTRUCTION TECHNOLOGY AND MANAGEMENT,B,3,
511,18BQ1A0184,R1642013,PRESTRESSED CONCRETE,A,3,
512,18BQ1A0184,R1642015,SEMINAR ON INTERNSHIP PROJECT,O,2,
513,18BQ1A0184,R1642016,PROJECT,S,10,
514,18BQ1A0184,R164201C,SOLID AND HAZARDOUS WASTE MANAGEMENT,B,3,
515,18BQ1A0185,R1642011,ESTIMATION SPECIFICATION AND CONTRACTS,C,3,
516,18BQ1A0185,R1642012,CONSTRUCTION TECHNOLOGY AND MANAGEMENT,B,3,
517,18BQ1A0185,R1642013,PRESTRESSED CONCRETE,B,3,
518,18BQ1A0185,R1642015,SEMINAR ON INTERNSHIP PROJECT,S,2,
519,18BQ1A0185,R1642016,PROJECT,S,10,
520,18BQ1A0185,R164201C,SOLID AND HAZARDOUS WASTE MANAGEMENT,A,3,
521,18BQ1A0186,R1642011,ESTIMATION SPECIFICATION AND CONTRACTS,C,3,
522,18BQ1A0186,R1642012,CONSTRUCTION TECHNOLOGY AND MANAGEMENT,A,3,
523,18BQ1A0186,R1642013,PRESTRESSED CONCRETE,A,3,
524,18BQ1A0186,R1642015,SEMINAR ON INTERNSHIP PROJECT,S,2,
525,18BQ1A0186,R1642016,PROJECT,S,10,
526,18BQ1A0186,R164201C,SOLID AND HAZARDOUS WASTE MANAGEMENT,B,3,
527,18BQ1A0187,R1642011,ESTIMATION SPECIFICATION AND CONTRACTS,B,3,
528,18BQ1A0187,R1642012,CONSTRUCTION TECHNOLOGY AND MANAGEMENT,C,3,
529,18BQ1A0187,R1642013,PRESTRESSED CONCRETE,C,3,
530,18BQ1A0187,R1642015,SEMINAR ON INTERNSHIP PROJECT,A,2,
531,18BQ1A0187,R1642016,PROJECT,A,10,
532,18BQ1A0187,R164201C,SOLID AND HAZARDOUS WASTE MANAGEMENT,D,3,
533,18BQ1A0188,R1642011,ESTIMATION SPECIFICATION AND CONTRACTS,C,3,
534,18BQ1A0188,R1642012,CONSTRUCTION TECHNOLOGY AND MANAGEMENT,B,3,
535,18BQ1A0188,R1642013,PRESTRESSED CONCRETE,S,3,
536,18BQ1A0188,R1642015,SEMINAR ON INTERNSHIP PROJECT,S,2,
537,18BQ1A0188,R1642016,PROJECT,S,10,
538,18BQ1A0188,R164201C,SOLID AND HAZARDOUS WASTE MANAGEMENT,B,3,
539,18BQ1A0189,R1642011,ESTIMATION SPECIFICATION AND CONTRACTS,C,3,
540,18BQ1A0189,R1642012,CONSTRUCTION TECHNOLOGY AND MANAGEMENT,B,3,
541,18BQ1A0189,R1642013,PRESTRESSED CONCRETE,C,3,
542,18BQ1A0189,R1642015,SEMINAR ON INTERNSHIP PROJECT,S,2,
543,18BQ1A0189,R1642016,PROJECT,O,10,
544,18BQ1A0189,R164201C,SOLID AND HAZARDOUS WASTE MANAGEMENT,B,3,
545,18BQ1A0190,R1642011,ESTIMATION SPECIFICATION AND CONTRACTS,C,3,
546,18BQ1A0190,R1642012,CONSTRUCTION TECHNOLOGY AND MANAGEMENT,A,3,
547,18BQ1A0190,R1642013,PRESTRESSED CONCRETE,C,3,
548,18BQ1A0190,R1642015,SEMINAR ON INTERNSHIP PROJECT,A,2,
549,18BQ1A0190,R1642016,PROJECT,A,10,
550,18BQ1A0190,R164201C,SOLID AND HAZARDOUS WASTE MANAGEMENT,C,3,
551,18BQ1A0192,R1642011,ESTIMATION SPECIFICATION AND CONTRACTS,B,3,
552,18BQ1A0192,R1642012,CONSTRUCTION TECHNOLOGY AND MANAGEMENT,A,3,
553,18BQ1A0192,R1642013,PRESTRESSED CONCRETE,B,3,
554,18BQ1A0192,R1642015,SEMINAR ON INTERNSHIP PROJECT,S,2,
555,18BQ1A0192,R1642016,PROJECT,S,10,
556,18BQ1A0192,R164201C,SOLID AND HAZARDOUS WASTE MANAGEMENT,C,3,
557,18BQ1A0193,R1642011,ESTIMATION SPECIFICATION AND CONTRACTS,C,3,
558,18BQ1A0193,R1642012,CONSTRUCTION TECHNOLOGY AND MANAGEMENT,D,3,
559,18BQ1A0193,R1642013,PRESTRESSED CONCRETE,S,3,
560,18BQ1A0193,R1642015,SEMINAR ON INTERNSHIP PROJECT,S,2,
561,18BQ1A0193,R1642016,PROJECT,S,10,
562,18BQ1A0193,R164201C,SOLID AND HAZARDOUS WASTE MANAGEMENT,C,3,
563,18BQ1A0194,R1642011,ESTIMATION SPECIFICATION AND CONTRACTS,D,3,
564,18BQ1A0194,R1642012,CONSTRUCTION TECHNOLOGY AND MANAGEMENT,D,3,
565,18BQ1A0194,R1642013,PRESTRESSED CONCRETE,D,3,
566,18BQ1A0194,R1642015,SEMINAR ON INTERNSHIP PROJECT,A,2,
567,18BQ1A0194,R1642016,PROJECT,S,10,
568,18BQ1A0194,R164201C,SOLID AND HAZARDOUS WASTE MANAGEMENT,B,3,
569,18BQ1A0197,R1642011,ESTIMATION SPECIFICATION AND CONTRACTS,C,3,
570,18BQ1A0197,R1642012,CONSTRUCTION TECHNOLOGY AND MANAGEMENT,S,3,
571,18BQ1A0197,R1642013,PRESTRESSED CONCRETE,A,3,
572,18BQ1A0197,R1642015,SEMINAR ON INTERNSHIP PROJECT,S,2,
573,18BQ1A0197,R1642016,PROJECT,S,10,
574,18BQ1A0197,R164201C,SOLID AND HAZARDOUS WASTE MANAGEMENT,A,3,
575,18BQ1A0198,R1642011,ESTIMATION SPECIFICATION AND CONTRACTS,B,3,
576,18BQ1A0198,R1642012,CONSTRUCTION TECHNOLOGY AND MANAGEMENT,B,3,
577,18BQ1A0198,R1642013,PRESTRESSED CONCRETE,B,3,
578,18BQ1A0198,R1642015,SEMINAR ON INTERNSHIP PROJECT,A,2,
579,18BQ1A0198,R1642016,PROJECT,S,10,
580,18BQ1A0198,R164201C,SOLID AND HAZARDOUS WASTE MANAGEMENT,C,3,
581,18BQ1A0199,R1642011,ESTIMATION SPECIFICATION AND CONTRACTS,C,3,
582,18BQ1A0199,R1642012,CONSTRUCTION TECHNOLOGY AND MANAGEMENT,D,3,
583,18BQ1A0199,R1642013,PRESTRESSED CONCRETE,B,3,
584,18BQ1A0199,R1642015,SEMINAR ON INTERNSHIP PROJECT,S,2,
585,18BQ1A0199,R1642016,PROJECT,S,10,
586,18BQ1A0199,R164201C,SOLID AND HAZARDOUS WASTE MANAGEMENT,C,3,
587,18BQ1A01A0,R1642011,ESTIMATION SPECIFICATION AND CONTRACTS,C,3,
588,18BQ1A01A0,R1642012,CONSTRUCTION TECHNOLOGY AND MANAGEMENT,C,3,
589,18BQ1A01A0,R1642013,PRESTRESSED CONCRETE,C,3,
590,18BQ1A01A0,R1642015,SEMINAR ON INTERNSHIP PROJECT,A,2,
591,18BQ1A01A0,R1642016,PROJECT,S,10,
592,18BQ1A01A0,R164201C,SOLID AND HAZARDOUS WASTE MANAGEMENT,B,3,
593,18BQ1A01A1,R1642011,ESTIMATION SPECIFICATION AND CONTRACTS,C,3,
594,18BQ1A01A1,R1642012,CONSTRUCTION TECHNOLOGY AND MANAGEMENT,S,3,
595,18BQ1A01A1,R1642013,PRESTRESSED CONCRETE,A,3,
596,18BQ1A01A1,R1642015,SEMINAR ON INTERNSHIP PROJECT,S,2,
597,18BQ1A01A1,R1642016,PROJECT,S,10,
598,18BQ1A01A1,R164201C,SOLID AND HAZARDOUS WASTE MANAGEMENT,B,3,
599,18BQ1A01A2,R1642011,ESTIMATION SPECIFICATION AND CONTRACTS,A,3,
600,18BQ1A01A2,R1642012,CONSTRUCTION TECHNOLOGY AND MANAGEMENT,S,3,
601,18BQ1A01A2,R1642013,PRESTRESSED CONCRETE,B,3,
602,18BQ1A01A2,R1642015,SEMINAR ON INTERNSHIP PROJECT,O,2,
603,18BQ1A01A2,R1642016,PROJECT,O,10,
604,18BQ1A01A2,R164201C,SOLID AND HAZARDOUS WASTE MANAGEMENT,B,3,
605,18BQ1A01A3,R1642011,ESTIMATION SPECIFICATION AND CONTRACTS,C,3,
606,18BQ1A01A3,R1642012,CONSTRUCTION TECHNOLOGY AND MANAGEMENT,C,3,
607,18BQ1A01A3,R1642013,PRESTRESSED CONCRETE,S,3,
608,18BQ1A01A3,R1642015,SEMINAR ON INTERNSHIP PROJECT,O,2,
609,18BQ1A01A3,R1642016,PROJECT,S,10,
610,18BQ1A01A3,R164201C,SOLID AND HAZARDOUS WASTE MANAGEMENT,C,3,
611,18BQ1A01A4,R1642011,ESTIMATION SPECIFICATION AND CONTRACTS,B,3,
612,18BQ1A01A4,R1642012,CONSTRUCTION TECHNOLOGY AND MANAGEMENT,B,3,
613,18BQ1A01A4,R1642013,PRESTRESSED CONCRETE,B,3,
614,18BQ1A01A4,R1642015,SEMINAR ON INTERNSHIP PROJECT,O,2,
615,18BQ1A01A4,R1642016,PROJECT,O,10,
616,18BQ1A01A4,R164201C,SOLID AND HAZARDOUS WASTE MANAGEMENT,A,3,
617,18BQ1A0201,R1642021,DIGITAL CONTROL SYSTEMS,D,3,
618,18BQ1A0201,R1642022,HVDC TRANSMISSION,C,3,
619,18BQ1A0201,R1642023,ELECTRICAL DISTRIBUTION SYSTEMS,C,3,
620,18BQ1A0201,R1642025,SEMINAR,S,2,
621,18BQ1A0201,R1642026,PROJECT,S,10,
622,18BQ1A0201,R164202B,FLEXIBLE ALTERNATING CURRENT TRANSMISSIO,D,3,
623,18BQ1A0202,R1642021,DIGITAL CONTROL SYSTEMS,A,3,
624,18BQ1A0202,R1642022,HVDC TRANSMISSION,C,3,
625,18BQ1A0202,R1642023,ELECTRICAL DISTRIBUTION SYSTEMS,C,3,
626,18BQ1A0202,R1642025,SEMINAR,O,2,
627,18BQ1A0202,R1642026,PROJECT,O,10,
628,18BQ1A0202,R164202B,FLEXIBLE ALTERNATING CURRENT TRANSMISSIO,C,3,
629,18BQ1A0203,R1642021,DIGITAL CONTROL SYSTEMS,C,3,
630,18BQ1A0203,R1642022,HVDC TRANSMISSION,B,3,
631,18BQ1A0203,R1642023,ELECTRICAL DISTRIBUTION SYSTEMS,C,3,
632,18BQ1A0203,R1642025,SEMINAR,O,2,
633,18BQ1A0203,R1642026,PROJECT,O,10,
634,18BQ1A0203,R164202B,FLEXIBLE ALTERNATING CURRENT TRANSMISSIO,C,3,
635,18BQ1A0204,R1642021,DIGITAL CONTROL SYSTEMS,C,3,
636,18BQ1A0204,R1642022,HVDC TRANSMISSION,C,3,
637,18BQ1A0204,R1642023,ELECTRICAL DISTRIBUTION SYSTEMS,D,3,
638,18BQ1A0204,R1642025,SEMINAR,A,2,
639,18BQ1A0204,R1642026,PROJECT,A,10,
640,18BQ1A0204,R164202B,FLEXIBLE ALTERNATING CURRENT TRANSMISSIO,C,3,
641,18BQ1A0205,R1642021,DIGITAL CONTROL SYSTEMS,C,3,
642,18BQ1A0205,R1642022,HVDC TRANSMISSION,A,3,
643,18BQ1A0205,R1642023,ELECTRICAL DISTRIBUTION SYSTEMS,C,3,
644,18BQ1A0205,R1642025,SEMINAR,S,2,
645,18BQ1A0205,R1642026,PROJECT,S,10,
646,18BQ1A0205,R164202B,FLEXIBLE ALTERNATING CURRENT TRANSMISSIO,F,0,
647,18BQ1A0206,R1642021,DIGITAL CONTROL SYSTEMS,S,3,
648,18BQ1A0206,R1642022,HVDC TRANSMISSION,B,3,
649,18BQ1A0206,R1642023,ELECTRICAL DISTRIBUTION SYSTEMS,B,3,
650,18BQ1A0206,R1642025,SEMINAR,O,2,
651,18BQ1A0206,R1642026,PROJECT,O,10,
652,18BQ1A0206,R164202B,FLEXIBLE ALTERNATING CURRENT TRANSMISSIO,B,3,
653,18BQ1A0207,R1642021,DIGITAL CONTROL SYSTEMS,S,3,
654,18BQ1A0207,R1642022,HVDC TRANSMISSION,A,3,
655,18BQ1A0207,R1642023,ELECTRICAL DISTRIBUTION SYSTEMS,A,3,
656,18BQ1A0207,R1642025,SEMINAR,A,2,
657,18BQ1A0207,R1642026,PROJECT,B,10,
658,18BQ1A0207,R164202B,FLEXIBLE ALTERNATING CURRENT TRANSMISSIO,B,3,
659,18BQ1A0208,R1642021,DIGITAL CONTROL SYSTEMS,B,3,
660,18BQ1A0208,R1642022,HVDC TRANSMISSION,B,3,
661,18BQ1A0208,R1642023,ELECTRICAL DISTRIBUTION SYSTEMS,C,3,
662,18BQ1A0208,R1642025,SEMINAR,B,2,
663,18BQ1A0208,R1642026,PROJECT,A,10,
664,18BQ1A0208,R164202B,FLEXIBLE ALTERNATING CURRENT TRANSMISSIO,B,3,
665,18BQ1A0209,R1642021,DIGITAL CONTROL SYSTEMS,C,3,
666,18BQ1A0209,R1642022,HVDC TRANSMISSION,A,3,
667,18BQ1A0209,R1642023,ELECTRICAL DISTRIBUTION SYSTEMS,C,3,
668,18BQ1A0209,R1642025,SEMINAR,S,2,
669,18BQ1A0209,R1642026,PROJECT,S,10,
670,18BQ1A0209,R164202B,FLEXIBLE ALTERNATING CURRENT TRANSMISSIO,C,3,
671,18BQ1A0210,R1642021,DIGITAL CONTROL SYSTEMS,B,3,
672,18BQ1A0210,R1642022,HVDC TRANSMISSION,B,3,
673,18BQ1A0210,R1642023,ELECTRICAL DISTRIBUTION SYSTEMS,B,3,
674,18BQ1A0210,R1642025,SEMINAR,A,2,
675,18BQ1A0210,R1642026,PROJECT,A,10,
676,18BQ1A0210,R164202B,FLEXIBLE ALTERNATING CURRENT TRANSMISSIO,B,3,
677,18BQ1A0211,R1642021,DIGITAL CONTROL SYSTEMS,B,3,
678,18BQ1A0211,R1642022,HVDC TRANSMISSION,B,3,
679,18BQ1A0211,R1642023,ELECTRICAL DISTRIBUTION SYSTEMS,C,3,
680,18BQ1A0211,R1642025,SEMINAR,S,2,
681,18BQ1A0211,R1642026,PROJECT,O,10,
682,18BQ1A0211,R164202B,FLEXIBLE ALTERNATING CURRENT TRANSMISSIO,C,3,
683,18BQ1A0212,R1642021,DIGITAL CONTROL SYSTEMS,F,0,
684,18BQ1A0212,R1642022,HVDC TRANSMISSION,C,3,
685,18BQ1A0212,R1642023,ELECTRICAL DISTRIBUTION SYSTEMS,C,3,
686,18BQ1A0212,R1642025,SEMINAR,S,2,
687,18BQ1A0212,R1642026,PROJECT,S,10,
688,18BQ1A0212,R164202B,FLEXIBLE ALTERNATING CURRENT TRANSMISSIO,B,3,
689,18BQ1A0213,R1642021,DIGITAL CONTROL SYSTEMS,A,3,
690,18BQ1A0213,R1642022,HVDC TRANSMISSION,O,3,
691,18BQ1A0213,R1642023,ELECTRICAL DISTRIBUTION SYSTEMS,S,3,
692,18BQ1A0213,R1642025,SEMINAR,O,2,
693,18BQ1A0213,R1642026,PROJECT,O,10,
694,18BQ1A0213,R164202B,FLEXIBLE ALTERNATING CURRENT TRANSMISSIO,O,3,
695,18BQ1A0214,R1642021,DIGITAL CONTROL SYSTEMS,D,3,
696,18BQ1A0214,R1642022,HVDC TRANSMISSION,C,3,
697,18BQ1A0214,R1642023,ELECTRICAL DISTRIBUTION SYSTEMS,B,3,
698,18BQ1A0214,R1642025,SEMINAR,B,2,
699,18BQ1A0214,R1642026,PROJECT,A,10,
700,18BQ1A0214,R164202B,FLEXIBLE ALTERNATING CURRENT TRANSMISSIO,D,3,
701,18BQ1A0215,R1642021,DIGITAL CONTROL SYSTEMS,B,3,
702,18BQ1A0215,R1642022,HVDC TRANSMISSION,B,3,
703,18BQ1A0215,R1642023,ELECTRICAL DISTRIBUTION SYSTEMS,B,3,
704,18BQ1A0215,R1642025,SEMINAR,O,2,
705,18BQ1A0215,R1642026,PROJECT,O,10,
706,18BQ1A0215,R164202B,FLEXIBLE ALTERNATING CURRENT TRANSMISSIO,C,3,
707,18BQ1A0216,R1642021,DIGITAL CONTROL SYSTEMS,A,3,
708,18BQ1A0216,R1642022,HVDC TRANSMISSION,A,3,
709,18BQ1A0216,R1642023,ELECTRICAL DISTRIBUTION SYSTEMS,C,3,
710,18BQ1A0216,R1642025,SEMINAR,O,2,
711,18BQ1A0216,R1642026,PROJECT,O,10,
712,18BQ1A0216,R164202B,FLEXIBLE ALTERNATING CURRENT TRANSMISSIO,A,3,
713,18BQ1A0217,R1642021,DIGITAL CONTROL SYSTEMS,D,3,
714,18BQ1A0217,R1642022,HVDC TRANSMISSION,C,3,
715,18BQ1A0217,R1642023,ELECTRICAL DISTRIBUTION SYSTEMS,C,3,
716,18BQ1A0217,R1642025,SEMINAR,S,2,
717,18BQ1A0217,R1642026,PROJECT,A,10,
718,18BQ1A0217,R164202B,FLEXIBLE ALTERNATING CURRENT TRANSMISSIO,C,3,
